city_nm,ksh_cd,city_type_cd,county_nm,district_cd,district_nm,district_seat_nm,area_no,population_no,apartments_no,country_cd,longitude_no,latitude_no
Fertőhomok,10658,község,Győr-Moson-Sopron,091 0,Soproni,Sopron,"1,261",892,419,HU,16.770167,47.621
Fertőrákos,12414,község,Győr-Moson-Sopron,091 0,Soproni,Sopron,"2,190",2455,1077,HU,16.651167,47.719833
Fertőszentmiklós,15343,város,Győr-Moson-Sopron,091 0,Soproni,Sopron,"3,939",3939,1584,HU,16.871,47.5935
Fertőszéplak,31440,község,Győr-Moson-Sopron,091 0,Soproni,Sopron,"2,178",1389,555,HU,16.835833,47.616667
Fiad,31644,község,Somogy,147 0,Tabi,Tab,"1,491",104,76,HU,17.8425,46.634167
Filkeháza,25238,község,Borsod-Abaúj-Zemplén,065 0,Sátoraljaújhelyi,Sátoraljaújhely,441,83,37,HU,21.4935,48.4945
Fityeház,19187,község,Zala,196 0,Nagykanizsai,Nagykanizsa,650,580,253,HU,16.905333,46.377333
Foktő,2149,község,Bács-Kiskun,037 0,Kalocsai,Kalocsa,"3,146",1388,721,HU,18.919667,46.527833
Folyás,34014,község,Hajdú-Bihar,099 0,Hajdúnánási,Hajdúnánás,"5,393",271,153,HU,21.1375,47.806667
Fonó,22026,község,Somogy,143 0,Kaposvári,Kaposvár,"1,061",282,146,HU,17.954,46.397833
Fony,17932,község,Borsod-Abaúj-Zemplén,057 0,Gönci,Gönc,"4,056",329,200,HU,21.285833,48.391667
Fonyód,14632,város,Somogy,142 1,Fonyódi,Fonyód,"5,355",5065,3043,HU,17.547,46.741667
Forráskút,33020,község,Csongrád-Csanád,074 0,Mórahalmi,Mórahalom,"3,667",1977,1018,HU,19.909333,46.364333
Forró,30483,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,"1,903",2702,800,HU,21.087167,48.323833
Fót,32610,város,Pest,126 0,Dunakeszi,Dunakeszi,"3,740",20859,7767,HU,19.192167,47.6165
Földeák,9210,község,Csongrád-Csanád,073 0,Makói,Makó,"3,637",2899,1451,HU,20.4945,46.318833
Földes,3258,nagyközség,Hajdú-Bihar,102 0,Püspökladányi,Püspökladány,"6,524",3618,1683,HU,21.3685,47.289333
Főnyed,22707,község,Somogy,144 0,Marcali,Marcali,573,77,52,HU,17.257833,46.631167
Fulókércs,22123,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,"1,860",459,117,HU,21.1075,48.428833
Furta,16993,község,Hajdú-Bihar,094 0,Berettyóújfalui,Berettyóújfalu,"4,286",1133,566,HU,21.462167,47.128833
Füle,6114,község,Fejér,085 0,Székesfehérvári,Székesfehérvár,"3,032",853,405,HU,18.249167,47.050833
Fülesd,10791,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,"1,505",389,178,HU,22.662667,47.9585
Fülöp,22150,község,Hajdú-Bihar,101 0,Nyíradonyi,Nyíradony,"5,595",1561,711,HU,22.057167,47.598
Fülöpháza,31468,község,Bács-Kiskun,038 0,Kecskeméti,Kecskemét,"4,706",854,434,HU,19.445333,46.892833
Fülöpjakab,33622,község,Bács-Kiskun,038 0,Kecskeméti,Kecskemét,"2,316",1162,520,HU,19.7235,46.742
Fülöpszállás,14058,község,Bács-Kiskun,039 0,Kiskőrösi,Kiskőrös,"9,132",2224,1150,HU,19.2375,46.819833
Fülpösdaróc,14377,község,Szabolcs-Szatmár-Bereg,154 0,Mátészalkai,Mátészalka,425,388,108,HU,22.481167,47.940833
Fürged,17950,község,Tolna,174 0,Tamási,Tamási,"2,676",639,248,HU,18.311167,46.723333
Füzér,17109,község,Borsod-Abaúj-Zemplén,065 0,Sátoraljaújhelyi,Sátoraljaújhely,"3,749",327,222,HU,21.456833,48.5395
Füzérkajata,6460,község,Borsod-Abaúj-Zemplén,065 0,Sátoraljaújhelyi,Sátoraljaújhely,"1,144",116,81,HU,21.501833,48.519333
Füzérkomlós,11378,község,Borsod-Abaúj-Zemplén,065 0,Sátoraljaújhelyi,Sátoraljaújhely,587,286,121,HU,21.455667,48.512167
Füzérradvány,10366,község,Borsod-Abaúj-Zemplén,065 0,Sátoraljaújhelyi,Sátoraljaújhely,981,290,163,HU,21.530167,48.481167
Füzesabony,3276,város,Heves,105 1,Füzesabonyi,Füzesabony,"4,634",7143,3087,HU,20.417833,47.749667
Füzesgyarmat,12256,város,Békés,053 0,Szeghalmi,Szeghalom,"12,734",4944,2382,HU,21.214833,47.104833
Fűzvölgy,16531,község,Zala,196 0,Nagykanizsai,Nagykanizsa,314,132,56,HU,,
Gáborján,18175,község,Hajdú-Bihar,094 0,Berettyóújfalui,Berettyóújfalu,"2,646",830,365,HU,21.6625,47.2365
Gáborjánháza,17516,község,Zala,194 0,Lenti,Lenti,507,64,62,HU,16.421333,46.632167
Gacsály,13727,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,"1,982",827,289,HU,22.756,47.931333
Gadács,28264,község,Somogy,143 0,Kaposvári,Kaposvár,386,70,59,HU,18.006167,46.5395
Gadány,26222,község,Somogy,144 0,Marcali,Marcali,"1,970",315,149,HU,17.3895,46.516667
Gadna,5494,község,Borsod-Abaúj-Zemplén,067 0,Szikszói,Szikszó,809,325,61,HU,20.929667,48.400833
Gádoros,9511,nagyközség,Békés,050 0,Orosházi,Orosháza,"3,813",3271,1700,HU,20.600167,46.6675
Gagyapáti,28732,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,323,33,16,HU,21.002,48.408667
Gagybátor,28307,község,Borsod-Abaúj-Zemplén,067 0,Szikszói,Szikszó,"1,877",201,73,HU,20.950667,48.433667
Gagyvendégi,3744,község,Borsod-Abaúj-Zemplén,067 0,Szikszói,Szikszó,"1,232",219,98,HU,20.9755,48.428667
Galambok,12991,község,Zala,196 0,Nagykanizsai,Nagykanizsa,"2,591",1246,587,HU,17.125833,46.521667
Galgaguta,25663,község,Nógrád,116 0,Balassagyarmati,Balassagyarmat,"1,589",598,286,HU,19.39,47.847667
Galgagyörk,13295,község,Pest,138 0,Váci,Vác,"1,472",914,342,HU,19.377333,47.741
Galgahévíz,19503,község,Pest,122 0,Aszódi,Aszód,"3,118",2507,1012,HU,19.5605,47.619833
Galgamácsa,27128,község,Pest,122 0,Aszódi,Aszód,"4,331",1833,745,HU,19.388,47.6945
Gálosfa,6585,község,Somogy,143 0,Kaposvári,Kaposvár,"1,976",218,107,HU,17.886833,46.255667
Galvács,19293,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,"1,504",86,70,HU,20.963167,48.438833
Gamás,6451,község,Somogy,142 0,Fonyódi,Fonyód,"4,292",650,362,HU,17.762167,46.6195
Ganna,12742,község,Veszprém,187 0,Pápai,Pápa,"1,547",258,125,HU,17.532,47.2325
Gánt,15750,község,Fejér,077 0,Bicskei,Bicske,"5,815",731,308,HU,18.387667,47.391167
Gara,31848,község,Bács-Kiskun,035 0,Bajai,Baja,"5,996",2065,894,HU,19.040667,46.033833
Garáb,18494,község,Nógrád,118 0,Pásztói,Pásztó,820,50,38,HU,19.641667,47.977833
Garabonc,12946,község,Zala,196 0,Nagykanizsai,Nagykanizsa,"1,856",630,292,HU,17.124,46.588167
Garadna,10904,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,975,357,188,HU,21.174,48.419333
Garbolc,4996,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,723,141,70,HU,22.864333,47.945
Gárdony,10296,város,Fejér,080 1,Gárdonyi,Gárdony,"6,353",13750,6380,HU,18.633167,47.204333
Garé,7560,község,Baranya,031 0,Siklósi,Siklós,853,279,110,HU,18.197,45.919167
Gasztony,30906,község,Vas,180 0,Szentgotthárdi,Szentgotthárd,"1,427",419,211,HU,16.4525,46.964167
Gátér,26383,község,Bács-Kiskun,040 0,Kiskunfélegyházi,Kiskunfélegyháza,"3,089",860,449,HU,19.9595,46.682333
Gávavencsellő,5801,nagyközség,Szabolcs-Szatmár-Bereg,151 0,Ibrányi,Ibrány,"6,682",3278,1469,HU,21.580333,48.168167
Géberjén,3629,község,Szabolcs-Szatmár-Bereg,154 0,Mátészalkai,Mátészalka,538,432,198,HU,22.466333,47.937333
Gecse,9292,község,Veszprém,187 0,Pápai,Pápa,933,387,178,HU,17.528833,47.446833
Géderlak,3577,község,Bács-Kiskun,037 0,Kalocsai,Kalocsa,"1,894",859,460,HU,18.915333,46.607667
Gégény,5670,község,Szabolcs-Szatmár-Bereg,152 0,Kemecsei,Kemecse,"2,344",1738,714,HU,22.349333,48.1735
Gelej,23719,község,Borsod-Abaúj-Zemplén,059 0,Mezőcsáti,Mezőcsát,"3,212",540,233,HU,20.776667,47.830333
Gelénes,4613,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,"2,055",520,237,HU,22.447333,48.2005
Gellénháza,8068,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,523,1466,643,HU,16.783833,46.762
Gelse,12089,község,Zala,196 0,Nagykanizsai,Nagykanizsa,"2,247",975,439,HU,16.991667,46.601333
Gelsesziget,9089,község,Zala,196 0,Nagykanizsai,Nagykanizsa,498,248,104,HU,16.988667,46.567667
Gemzse,13000,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,"1,359",827,269,HU,22.194,48.138833
Gencsapáti,24183,község,Vas,181 0,Szombathelyi,Szombathely,"2,239",2684,974,HU,16.600667,47.284667
Gérce,26152,község,Vas,179 0,Sárvári,Sárvár,"1,830",1078,483,HU,17.017167,47.217
Gerde,12751,község,Baranya,032 0,Szentlőrinci,Szentlőrinc,"1,276",483,187,HU,18.0275,45.9885
Gerendás,7393,község,Békés,046 0,Békéscsabai,Békéscsaba,"4,078",1045,649,HU,20.861167,46.596167
Gerényes,13347,község,Baranya,025 0,Hegyháti,Sásd,"1,234",219,95,HU,18.187667,46.3065
Geresdlak,2857,község,Baranya,029 0,Pécsváradi,Pécsvárad,"2,528",734,385,HU,18.526667,46.110833
Gerjen,5731,község,Tolna,172 0,Paksi,Paks,"3,628",1151,568,HU,18.9035,46.493833
Gersekarát,30942,község,Vas,182 0,Vasvári,Vasvár,"1,992",648,333,HU,16.7405,46.979333
Geszt,17394,község,Békés,051 0,Sarkadi,Sarkad,"5,139",653,327,HU,21.581333,46.883
Gesztely,15608,község,Borsod-Abaúj-Zemplén,061 0,Miskolci,Miskolc,"2,882",2628,936,HU,20.880667,48.422
Geszteréd,28893,község,Szabolcs-Szatmár-Bereg,155 0,Nagykállói,Nagykálló,"3,352",1609,742,HU,21.776167,47.7605
Gétye,20039,község,Zala,193 0,Keszthelyi,Keszthely,666,90,91,HU,17.0705,46.762833
Gibárt,20969,község,Borsod-Abaúj-Zemplén,057 0,Gönci,Gönc,533,334,139,HU,,
Gic,16717,község,Veszprém,187 0,Pápai,Pápa,"1,968",326,145,HU,17.752667,47.4325
Gige,9177,község,Somogy,143 0,Kaposvári,Kaposvár,"1,319",390,124,HU,17.608833,46.3005
Gilvánfa,18333,község,Baranya,030 0,Sellyei,Sellye,"1,543",332,118,HU,17.963333,45.919
Girincs,21564,község,Borsod-Abaúj-Zemplén,068 0,Tiszaújvárosi,Tiszaújváros,"1,120",880,286,HU,20.984167,47.9685
Gógánfa,18193,község,Veszprém,188 0,Sümegi,Sümeg,"1,317",696,313,HU,17.188167,47.022
Golop,13134,község,Borsod-Abaúj-Zemplén,066 0,Szerencsi,Szerencs,943,540,291,HU,21.1925,48.238167
Gomba,9441,község,Pest,130 0,Monori,Monor,"3,971",3193,1239,HU,19.531167,47.370667
Gombosszeg,17613,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,216,59,30,HU,16.720833,46.756167
Gór,11156,község,Vas,179 0,Sárvári,Sárvár,"1,099",338,175,HU,16.8025,47.358833
Gordisa,33084,község,Baranya,031 0,Siklósi,Siklós,"1,088",304,95,HU,18.238333,45.797667
Gosztola,13569,község,Zala,194 0,Lenti,Lenti,698,56,52,HU,16.530333,46.586333
Göd,23649,város,Pest,126 0,Dunakeszi,Dunakeszi,"2,444",21876,8237,HU,19.137167,47.695
Gödöllő,32559,város,Pest,128 1,Gödöllői,Gödöllő,"6,193",32524,13635,HU,19.356167,47.601
Gödre,33233,község,Baranya,025 0,Hegyháti,Sásd,"3,993",725,382,HU,17.968167,46.289333
Gölle,30571,község,Somogy,143 0,Kaposvári,Kaposvár,"4,469",748,412,HU,18.015333,46.435
Gömörszőlős,9706,község,Borsod-Abaúj-Zemplén,063 0,Putnoki,Putnok,877,71,50,HU,20.428333,48.373667
Gönc,15936,város,Borsod-Abaúj-Zemplén,057 1,Gönci,Gönc,"3,727",1930,862,HU,21.272667,48.471667
Göncruszka,18643,község,Borsod-Abaúj-Zemplén,057 0,Gönci,Gönc,"1,670",672,314,HU,21.241667,48.4505
Gönyű,2060,község,Győr-Moson-Sopron,087 0,Győri,Győr,"2,163",3274,1229,HU,17.829333,47.732833
Görbeháza,16568,község,Hajdú-Bihar,099 0,Hajdúnánási,Hajdúnánás,"8,021",2249,1043,HU,21.236,47.816833
Görcsöny,30438,község,Baranya,028 0,Pécsi,Pécs,"1,852",1546,529,HU,18.137,45.9705
Görcsönydoboka,9636,község,Baranya,027 0,Mohácsi,Mohács,951,323,177,HU,18.631,46.0705
Görgeteg,14599,község,Somogy,145 0,Nagyatádi,Nagyatád,"3,350",1019,432,HU,17.4435,46.149833
Gősfa,29771,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,"1,045",305,128,HU,16.858833,46.960167
Grábóc,26727,község,Tolna,170 0,Bonyhádi,Bonyhád,"1,373",139,84,HU,18.607333,46.290333
Gulács,29443,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,"2,335",936,359,HU,22.469,48.087167
Gutorfölde,2097,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,"2,485",878,471,HU,16.734,46.644167
Gyál,25627,város,Pest,129 1,Gyáli,Gyál,"2,493",24376,8408,HU,19.219667,47.385667
Gyalóka,17969,község,Győr-Moson-Sopron,091 0,Soproni,Sopron,393,87,48,HU,16.698333,47.443333
Gyanógeregye,27030,község,Vas,181 0,Szombathelyi,Szombathely,707,147,63,HU,16.766167,47.123167
Gyarmat,26860,község,Győr-Moson-Sopron,092 0,Téti,Tét,"2,245",1340,582,HU,17.495333,47.462167
Gyékényes,30960,község,Somogy,141 0,Csurgói,Csurgó,"3,376",980,501,HU,17.009167,46.236833
Gyenesdiás,23302,nagyközség,Zala,193 0,Keszthelyi,Keszthely,"1,850",3939,2118,HU,17.290333,46.7715
Gyepükaján,28671,község,Veszprém,188 0,Sümegi,Sümeg,911,344,156,HU,17.328167,47.043667
Gyermely,6521,község,Komárom-Esztergom,115 0,Tatabányai,Tatabánya,"4,547",1517,594,HU,18.644,47.591167
Gyód,18315,község,Baranya,028 0,Pécsi,Pécs,325,777,307,HU,18.180667,45.9975
Gyomaendrőd,33455,város,Békés,047 1,Gyomaendrődi,Gyomaendrőd,"30,394",12003,6766,HU,20.781667,46.932
Gyóró,23843,község,Győr-Moson-Sopron,088 0,Kapuvári,Kapuvár,"1,164",364,152,HU,17.023,47.491667
Gyömöre,20400,község,Győr-Moson-Sopron,092 0,Téti,Tét,"2,049",1222,503,HU,17.568,47.497667
Gyömrő,29735,város,Pest,130 0,Monori,Monor,"2,651",20332,7347,HU,19.397,47.4265
Gyöngyfa,28404,község,Baranya,032 0,Szentlőrinci,Szentlőrinc,878,138,52,HU,17.953833,45.9615
Gyöngyös,5236,város,Heves,106 1,Gyöngyösi,Gyöngyös,"5,526",27645,14908,HU,19.928167,47.781167
Gyöngyösfalu,11943,község,Vas,178 0,Kőszegi,Kőszeg,965,1099,432,HU,16.5885,47.316167
Gyöngyöshalász,17534,község,Heves,106 0,Gyöngyösi,Gyöngyös,"2,719",2546,1075,HU,19.9305,47.743167
Gyöngyösmellék,22664,község,Baranya,033 0,Szigetvári,Szigetvár,"1,002",264,98,HU,17.704167,45.987333
Gyöngyösoroszi,13338,község,Heves,106 0,Gyöngyösi,Gyöngyös,"2,139",1459,559,HU,19.892667,47.827
Gyöngyöspata,8323,város,Heves,106 0,Gyöngyösi,Gyöngyös,"6,075",2253,1041,HU,19.791,47.814333
Gyöngyössolymos,19123,község,Heves,106 0,Gyöngyösi,Gyöngyös,"6,485",2757,1250,HU,19.936167,47.814833
Gyöngyöstarján,28088,község,Heves,106 0,Gyöngyösi,Gyöngyös,"4,639",2163,977,HU,19.868,47.812833
Gyönk,30289,város,Tolna,174 0,Tamási,Tamási,"3,812",1628,678,HU,18.479167,46.556667
Győr,25584,"megyeszékhely, megyei jogú város",Győr-Moson-Sopron,087 1,Győri,Győr,"17,462",130191,64363,HU,17.632833,47.688
Győrasszonyfa,8721,község,Győr-Moson-Sopron,090 0,Pannonhalmi,Pannonhalma,648,504,208,HU,17.8105,47.495667
Györe,25539,község,Tolna,170 0,Bonyhádi,Bonyhád,"1,132",569,250,HU,18.4,46.296667
Györgytarló,5069,község,Borsod-Abaúj-Zemplén,064 0,Sárospataki,Sárospatak,"3,019",477,202,HU,21.6335,48.207333
Györköny,12326,község,Tolna,172 0,Paksi,Paks,"3,160",974,469,HU,18.698,46.635167
Győrladamér,13198,község,Győr-Moson-Sopron,087 0,Győri,Győr,861,1883,647,HU,17.5635,47.754667
Győröcske,28945,község,Szabolcs-Szatmár-Bereg,160 0,Záhonyi,Záhony,211,102,53,HU,22.153667,48.3845
Győrság,31316,község,Győr-Moson-Sopron,087 0,Győri,Győr,820,1674,668,HU,17.752,47.580667
Győrsövényház,19309,község,Győr-Moson-Sopron,087 0,Győri,Győr,"2,420",806,311,HU,17.374,47.690833
Győrszemere,15653,község,Győr-Moson-Sopron,092 0,Téti,Tét,"3,310",3589,1345,HU,17.562667,47.551833
Győrtelek,10126,község,Szabolcs-Szatmár-Bereg,154 0,Mátészalkai,Mátészalka,"1,477",1589,476,HU,22.435833,47.9345
Győrújbarát,7481,község,Győr-Moson-Sopron,087 0,Győri,Győr,"3,360",8174,3059,HU,17.648167,47.607667
Győrújfalu,31787,község,Győr-Moson-Sopron,087 0,Győri,Győr,737,2530,1060,HU,17.6065,47.7245
Győrvár,9724,község,Vas,182 0,Vasvári,Vasvár,"1,660",603,287,HU,16.841333,46.985167
Győrzámoly,15228,község,Győr-Moson-Sopron,087 0,Győri,Győr,"2,639",3892,1293,HU,17.581667,47.742333
Gyugy,23904,község,Somogy,142 0,Fonyódi,Fonyód,"1,531",312,146,HU,17.684,46.687833
Gyula,5032,város,Békés,048 1,Gyulai,Gyula,"25,579",27834,14455,HU,21.279833,46.646167
Gyulaháza,7676,község,Szabolcs-Szatmár-Bereg,153 0,Kisvárdai,Kisvárda,"2,207",1749,646,HU,22.111333,48.139
Gyulaj,30359,község,Tolna,171 0,Dombóvári,Dombóvár,"7,082",779,316,HU,18.296,46.5085
Gyulakeszi,9520,község,Veszprém,189 0,Tapolcai,Tapolca,967,628,255,HU,17.482,46.869333
Gyúró,15918,község,Fejér,081 0,Martonvásári,Martonvásár,"2,439",1347,511,HU,18.738667,47.370667
Gyügye,19558,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,433,276,130,HU,22.569167,47.923833
Gyüre,33774,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,"1,587",1182,428,HU,22.270333,48.175833
Gyűrűs,12539,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,419,81,52,HU,16.992167,46.884667
Hács,18634,község,Somogy,142 0,Fonyódi,Fonyód,"2,128",356,185,HU,17.689833,46.648167
Hagyárosbörönd,10931,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,"1,125",319,136,HU,16.705,46.908
Hahót,10269,község,Zala,196 0,Nagykanizsai,Nagykanizsa,"3,901",933,459,HU,16.9235,46.642333
Hajdúbagos,26170,község,Hajdú-Bihar,096 0,Derecskei,Derecske,"3,744",1938,829,HU,21.666167,47.3935
Hajdúböszörmény,3045,város,Hajdú-Bihar,097 1,Hajdúböszörményi,Hajdúböszörmény,"37,074",29310,12523,HU,21.513167,47.67
Hajdúdorog,12803,város,Hajdú-Bihar,097 0,Hajdúböszörményi,Hajdúböszörmény,"10,065",8300,3541,HU,21.499833,47.8165
Hajdúhadház,10393,város,Hajdú-Bihar,098 1,Hajdúhadházi,Hajdúhadház,"8,782",13073,4107,HU,21.67,47.681833
Hajdúnánás,22406,város,Hajdú-Bihar,099 1,Hajdúnánási,Hajdúnánás,"25,961",16087,7019,HU,21.429833,47.845167
Hajdúsámson,31097,város,Hajdú-Bihar,095 0,Debreceni,Debrecen,"6,947",14170,5117,HU,21.764167,47.602167
Hajdúszoboszló,5175,város,Hajdú-Bihar,100 1,Hajdúszoboszlói,Hajdúszoboszló,"23,862",23918,11935,HU,21.400833,47.443833
Hajdúszovát,17473,község,Hajdú-Bihar,100 0,Hajdúszoboszlói,Hajdúszoboszló,"5,800",2979,1080,HU,21.474167,47.391333
Hajmás,25830,község,Somogy,143 0,Kaposvári,Kaposvár,"1,111",221,73,HU,17.909333,46.277167
Hajmáskér,15361,község,Veszprém,191 0,Veszprémi,Veszprém,"3,814",2925,1247,HU,18.019167,47.146
Hajós,18759,város,Bács-Kiskun,037 0,Kalocsai,Kalocsa,"8,992",2700,1365,HU,19.1145,46.399167
Halastó,29452,község,Vas,177 0,Körmendi,Körmend,565,79,63,HU,16.687167,46.949
Halászi,26790,község,Győr-Moson-Sopron,089 0,Mosonmagyaróvári,Mosonmagyaróvár,"3,645",3294,1229,HU,17.33,47.891667
Halásztelek,9690,város,Pest,136 0,Szigetszentmiklósi,Szigetszentmiklós,864,12072,4586,HU,18.9805,47.362167
Halimba,7898,község,Veszprém,183 0,Ajkai,Ajka,"1,262",1152,441,HU,17.536833,47.033667
Halmaj,27942,község,Borsod-Abaúj-Zemplén,067 0,Szikszói,Szikszó,"1,259",1701,583,HU,21.000833,48.248667
Halmajugra,11411,község,Heves,106 0,Gyöngyösi,Gyöngyös,"2,168",1291,431,HU,20.051167,47.765
Halogy,10676,község,Vas,177 0,Körmendi,Körmend,705,277,142,HU,16.562,46.971333
Hangács,11226,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,"2,253",591,238,HU,20.832667,48.289833
Hangony,25104,község,Borsod-Abaúj-Zemplén,062 0,Ózdi,Ózd,"3,914",1385,570,HU,20.201833,48.228333
Hantos,23427,község,Fejér,084 0,Sárbogárdi,Sárbogárd,"3,696",846,367,HU,18.701833,46.994333
Harasztifalu,5713,község,Vas,177 0,Körmendi,Körmend,789,180,84,HU,16.551,47.050667
Harc,14164,község,Tolna,173 0,Szekszárdi,Szekszárd,"1,586",760,327,HU,18.623,46.4035
Harka,7649,község,Győr-Moson-Sopron,091 0,Soproni,Sopron,"1,100",3076,1020,HU,16.603833,47.634
Harkakötöny,8350,község,Bács-Kiskun,041 0,Kiskunhalasi,Kiskunhalas,"5,270",707,377,HU,19.6085,46.464
Harkány,21528,város,Baranya,031 0,Siklósi,Siklós,"2,569",4775,2373,HU,18.239667,45.8495
Háromfa,8837,község,Somogy,145 0,Nagyatádi,Nagyatád,"4,214",629,312,HU,17.331167,46.1055
Háromhuta,12706,község,Borsod-Abaúj-Zemplén,064 0,Sárospataki,Sárospatak,"3,780",108,93,HU,21.430333,48.378667
Harsány,5847,község,Borsod-Abaúj-Zemplén,061 0,Miskolci,Miskolc,"3,653",1924,809,HU,20.742,47.968667
Hárskút,25566,község,Veszprém,191 0,Veszprémi,Veszprém,"3,446",667,256,HU,17.814667,47.185167
Harta,18458,nagyközség,Bács-Kiskun,037 0,Kalocsai,Kalocsa,"12,968",3332,1602,HU,19.03,46.6985
Hásságy,27881,község,Baranya,024 0,Bólyi,Bóly,800,259,141,HU,18.390333,46.034167
Hatvan,22309,város,Heves,107 1,Hatvani,Hatvan,"6,631",19943,9250,HU,19.677833,47.6665
Hédervár,12308,község,Győr-Moson-Sopron,089 0,Mosonmagyaróvári,Mosonmagyaróvár,"1,428",1310,523,HU,17.457333,47.831
Hedrehely,16726,község,Somogy,143 0,Kaposvári,Kaposvár,"2,551",332,172,HU,17.652167,46.195833
Hegyesd,2422,község,Veszprém,189 0,Tapolcai,Tapolca,"1,105",156,94,HU,17.524,46.917667
Hegyeshalom,17905,nagyközség,Győr-Moson-Sopron,089 0,Mosonmagyaróvári,Mosonmagyaróvár,"5,266",3709,1739,HU,17.155667,47.914333
Hegyfalu,32188,község,Vas,179 0,Sárvári,Sárvár,"1,189",737,312,HU,16.885167,47.352667
Hegyháthodász,14997,község,Vas,177 0,Körmendi,Körmend,808,152,103,HU,16.657833,46.937
Hegyhátmaróc,30951,község,Baranya,026 0,Komlói,Komló,759,120,84,HU,18.3385,46.310833
Hegyhátsál,30216,község,Vas,177 0,Körmendi,Körmend,458,141,87,HU,16.644,46.9615
Hegyhátszentjakab,18032,község,Vas,177 0,Körmendi,Körmend,947,266,175,HU,16.548667,46.867333
Hegyhátszentmárton,21838,község,Vas,177 0,Körmendi,Körmend,"1,274",65,48,HU,16.4815,46.934667
Hegyhátszentpéter,8226,község,Vas,182 0,Vasvári,Vasvár,684,136,86,HU,16.317,46.970833
Hegykő,18403,község,Győr-Moson-Sopron,091 0,Soproni,Sopron,"2,680",1654,697,HU,16.797,47.620833
Hegymagas,25803,község,Veszprém,189 0,Tapolcai,Tapolca,789,300,135,HU,17.434,46.834833
Hegymeg,2468,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,570,109,55,HU,20.862333,48.332167
Hegyszentmárton,21023,község,Baranya,030 0,Sellyei,Sellye,"1,878",388,162,HU,18.079833,45.903667
Héhalom,3993,község,Nógrád,118 0,Pásztói,Pásztó,"1,867",936,402,HU,19.586667,47.777167
Hejce,22187,község,Borsod-Abaúj-Zemplén,057 0,Gönci,Gönc,952,209,190,HU,21.284667,48.425167
